pmid,primary_domain,domains
8512805,Pulmonology,Microbiology & virology|Pharmacology/therapeutics & drug discovery|Pulmonology
8519412,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
8523985,Pharmacology/therapeutics & drug discovery,Dermatology|Pharmacology/therapeutics & drug discovery
8527967,Unmapped,
8530259,Oncology & neoplasms,Immunology & allergy|Oncology & neoplasms
8532848,Unmapped,
8545913,Unmapped,
8559285,Pharmacology/therapeutics & drug discovery,Pharmacology/therapeutics & drug discovery
8570657,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
8571454,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
8577251,Microbiology & virology,Microbiology & virology
8584079,Pharmacology/therapeutics & drug discovery,Neurology|Pharmacology/therapeutics & drug discovery
8589603,Immunology & allergy,Immunology & allergy
8590944,Endocrinology & metabolism,Cardiovascular medicine|Endocrinology & metabolism
8596595,Pediatrics,Genetics/genomics & molecular biology|Neurology|Oncology & neoplasms|Pediatrics
8597169,Unmapped,
8604012,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
8605641,Pharmacology/therapeutics & drug discovery,Pharmacology/therapeutics & drug discovery
8606626,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
8616260,Microbiology & virology,Genetics/genomics & molecular biology|Microbiology & virology
8621159,Pharmacology/therapeutics & drug discovery,Gastroenterology & hepatology|Pharmacology/therapeutics & drug discovery
8631524,Neurology,Neurology
8636235,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
8644713,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
8650761,Gastroenterology & hepatology,Gastroenterology & hepatology
8656260,Pulmonology,Oncology & neoplasms|Pulmonology
8657465,Pediatrics,Orthopedics & musculoskeletal|Pediatrics
8661009,Genetics/genomics & molecular biology,Gastroenterology & hepatology|Genetics/genomics & molecular biology
8662546,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
8662983,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
8666325,Immunology & allergy,Gastroenterology & hepatology|Immunology & allergy
8670277,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
8670839,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
8672259,Pharmacology/therapeutics & drug discovery,Neurology|Oncology & neoplasms|Pharmacology/therapeutics & drug discovery
8679252,Orthopedics & musculoskeletal,Obstetrics/gynecology & reproductive|Orthopedics & musculoskeletal
8682148,Gastroenterology & hepatology,Gastroenterology & hepatology
8683598,Immunology & allergy,Immunology & allergy
8684160,Pediatrics,Immunology & allergy|Infectious diseases|Pediatrics
8689911,Unmapped,
8690305,Neurology,Neurology
8713055,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
8718689,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
8721925,Unmapped,
8723051,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
8733409,Pharmacology/therapeutics & drug discovery,Infectious diseases|Microbiology & virology|Pharmacology/therapeutics & drug discovery
8735623,Cardiovascular medicine,Cardiovascular medicine
8738633,Unmapped,
8748801,Rheumatology & autoimmune,Rheumatology & autoimmune
8749704,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
8755498,Microbiology & virology,Genetics/genomics & molecular biology|Immunology & allergy|Infectious diseases|Microbiology & virology
8769442,Orthopedics & musculoskeletal,Orthopedics & musculoskeletal
8771074,Pharmacology/therapeutics & drug discovery,Neurology|Pharmacology/therapeutics & drug discovery
8772199,Oncology & neoplasms,Oncology & neoplasms
8779840,Cardiovascular medicine,Cardiovascular medicine
8782069,Cardiovascular medicine,Cardiovascular medicine
8783263,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
8783669,Orthopedics & musculoskeletal,Oncology & neoplasms|Orthopedics & musculoskeletal
8783671,Oncology & neoplasms,Oncology & neoplasms
8791410,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
8794857,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
8807333,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
8809749,Microbiology & virology,Microbiology & virology
8819627,Orthopedics & musculoskeletal,Orthopedics & musculoskeletal
8821458,Immunology & allergy,Immunology & allergy
8824770,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
8842735,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
8844144,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
8850274,Obstetrics/gynecology & reproductive,Obstetrics/gynecology & reproductive
8851988,Obstetrics/gynecology & reproductive,Obstetrics/gynecology & reproductive
8852008,Oncology & neoplasms,Neurology|Oncology & neoplasms
8852660,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
8855950,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
8859913,Pediatrics,Pediatrics
8861162,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
8862467,Pharmacology/therapeutics & drug discovery,Neurology|Pharmacology/therapeutics & drug discovery
8862623,Pediatrics,Pediatrics
8873960,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
8875948,Pediatrics,Dermatology|Pediatrics
8885560,Unmapped,
8887638,Neurology,Genetics/genomics & molecular biology|Neurology
8894415,Unmapped,
8896563,Hematology,Genetics/genomics & molecular biology|Hematology
8896569,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
8897553,Nephrology,Nephrology
8899294,Endocrinology & metabolism,Endocrinology & metabolism
8909448,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
8914439,Pharmacology/therapeutics & drug discovery,Endocrinology & metabolism|Pharmacology/therapeutics & drug discovery
8918594,Immunology & allergy,Genetics/genomics & molecular biology|Immunology & allergy
8918932,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
8937982,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
8938781,Unmapped,
8942253,Unmapped,
8943015,Pharmacology/therapeutics & drug discovery,Pharmacology/therapeutics & drug discovery
8944774,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
8952658,Oncology & neoplasms,Oncology & neoplasms
8956889,Pharmacology/therapeutics & drug discovery,Pharmacology/therapeutics & drug discovery
8959997,Unmapped,
8960429,Cardiovascular medicine,Cardiovascular medicine
8965089,Psychiatry & psychology,Neurology|Psychiatry & psychology
8965601,Gastroenterology & hepatology,Gastroenterology & hepatology
8966774,Unmapped,
8976819,Oncology & neoplasms,Oncology & neoplasms
8977381,Genetics/genomics & molecular biology,Endocrinology & metabolism|Genetics/genomics & molecular biology
8978813,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
8982420,Immunology & allergy,Dermatology|Immunology & allergy
8985564,Unmapped,
8985605,Neurology,Neurology
8987247,Unmapped,
8990390,Obstetrics/gynecology & reproductive,Obstetrics/gynecology & reproductive
9009662,Dermatology,Dermatology
9010406,Neurology,Genetics/genomics & molecular biology|Neurology
9018428,Rheumatology & autoimmune,Rheumatology & autoimmune
9020075,Rheumatology & autoimmune,Endocrinology & metabolism|Immunology & allergy|Oncology & neoplasms|Pharmacology/therapeutics & drug discovery|Rheumatology & autoimmune
9023728,Neurology,Immunology & allergy|Neurology
9030019,Infectious diseases,Immunology & allergy|Infectious diseases
9039309,Dermatology,Dermatology
9048937,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
9050065,Gastroenterology & hepatology,Gastroenterology & hepatology
9050876,Pharmacology/therapeutics & drug discovery,Genetics/genomics & molecular biology|Oncology & neoplasms|Pharmacology/therapeutics & drug discovery
9073025,Neurology,Dermatology|Genetics/genomics & molecular biology|Neurology
9079656,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
9080592,Pharmacology/therapeutics & drug discovery,Pharmacology/therapeutics & drug discovery
9084936,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
9088928,Pharmacology/therapeutics & drug discovery,Cardiovascular medicine|Pharmacology/therapeutics & drug discovery
9090878,Oncology & neoplasms,Microbiology & virology|Oncology & neoplasms
9099346,Oncology & neoplasms,Oncology & neoplasms
9106214,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
9108791,Hematology,Hematology
9110682,Urology,Infectious diseases|Urology
9119194,Microbiology & virology,Genetics/genomics & molecular biology|Microbiology & virology
9120624,Unmapped,
9133488,Psychiatry & psychology,Psychiatry & psychology
9137980,Oncology & neoplasms,Endocrinology & metabolism|Nephrology|Oncology & neoplasms
9140059,Microbiology & virology,Microbiology & virology
9144833,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
9147893,Neurology,Neurology
9155038,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
9169126,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
9177303,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
9190133,Ophthalmology & vision,Ophthalmology & vision
9192868,Oncology & neoplasms,Genetics/genomics & molecular biology|Immunology & allergy|Neurology|Oncology & neoplasms
9193142,Neurology,Neurology
9199422,Microbiology & virology,Microbiology & virology
9200812,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
9203084,Pharmacology/therapeutics & drug discovery,Pharmacology/therapeutics & drug discovery
9203176,Pediatrics,Pediatrics
9204548,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
9207015,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
9209408,Pharmacology/therapeutics & drug discovery,Pharmacology/therapeutics & drug discovery
9214638,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
9219751,Ophthalmology & vision,Ophthalmology & vision
9222505,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
9223480,Oncology & neoplasms,Dermatology|Oncology & neoplasms
9225129,Genetics/genomics & molecular biology,Cardiovascular medicine|Genetics/genomics & molecular biology
9234759,Microbiology & virology,Microbiology & virology
9269112,Orthopedics & musculoskeletal,Orthopedics & musculoskeletal
9270595,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
9278582,Endocrinology & metabolism,Endocrinology & metabolism
9286148,Nephrology,Nephrology
9286453,Cardiovascular medicine,Cardiovascular medicine
9296168,Unmapped,
9308969,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
9309268,Geriatrics & aging,Geriatrics & aging
9309689,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
9311882,Oncology & neoplasms,Gastroenterology & hepatology|Genetics/genomics & molecular biology|Microbiology & virology|Oncology & neoplasms
9312172,Cardiovascular medicine,Cardiovascular medicine
9313351,Obstetrics/gynecology & reproductive,Obstetrics/gynecology & reproductive
9321388,Oncology & neoplasms,Oncology & neoplasms
9328176,Pharmacology/therapeutics & drug discovery,Microbiology & virology|Pharmacology/therapeutics & drug discovery
9329962,Genetics/genomics & molecular biology,Cardiovascular medicine|Endocrinology & metabolism|Genetics/genomics & molecular biology
9333052,Pharmacology/therapeutics & drug discovery,Pharmacology/therapeutics & drug discovery
9335502,Genetics/genomics & molecular biology,Endocrinology & metabolism|Genetics/genomics & molecular biology
9337202,Genetics/genomics & molecular biology,Cardiovascular medicine|Genetics/genomics & molecular biology
9339691,Neurology,Neurology
9339823,Neurology,Neurology
9343116,Pharmacology/therapeutics & drug discovery,Pharmacology/therapeutics & drug discovery
9348657,Neurology,Neurology
9353417,Unmapped,
9359867,Pharmacology/therapeutics & drug discovery,Genetics/genomics & molecular biology|Neurology|Pharmacology/therapeutics & drug discovery
9361031,Immunology & allergy,Cardiovascular medicine|Genetics/genomics & molecular biology|Immunology & allergy
9365863,Unmapped,
9366274,Microbiology & virology,Genetics/genomics & molecular biology|Microbiology & virology
9367782,Immunology & allergy,Immunology & allergy
9368350,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
9369098,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
9372552,Pharmacology/therapeutics & drug discovery,Pharmacology/therapeutics & drug discovery
9375730,Pediatrics,Pediatrics
9385377,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
9389935,Pulmonology,Obstetrics/gynecology & reproductive|Oncology & neoplasms|Pulmonology
9390695,Neurology,Neurology
9392018,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
9399217,Pharmacology/therapeutics & drug discovery,Neurology|Pharmacology/therapeutics & drug discovery
9402591,Neurology,Neurology
9412504,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
9413551,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
